,created_on,property_type,place_name,state_name,lat,lon,price,currency,price_aprox_usd,surface_total_in_m2,rooms,expenses,properati_url
51418,2014-08-01,apartment,Santa Rosa,|Argentina|La Pampa|Santa Rosa|,-36.616761,-64.27566800000001,,,,,,,http://www.properati.com.ar/htap_venta_departamento_santa-rosa
51419,2014-08-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.005435,-57.550035,54000.0,USD,54000.0,26.0,1.0,,http://www.properati.com.ar/htas_venta_departamento_mar-del-plata
51420,2014-08-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.007567,-57.542106999999994,89500.0,USD,89500.0,54.0,2.0,,http://www.properati.com.ar/htau_venta_departamento_mar-del-plata
51421,2014-08-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-37.999623,-57.544183999999994,119000.0,USD,119000.0,,3.0,,http://www.properati.com.ar/htaw_venta_departamento_mar-del-plata
51422,2014-08-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-37.99863,-57.546193,103000.0,USD,103000.0,,3.0,,http://www.properati.com.ar/htax_venta_departamento_mar-del-plata
51423,2014-08-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.001566,-57.547096999999994,119000.0,USD,119000.0,,3.0,,http://www.properati.com.ar/htay_venta_departamento_mar-del-plata
51424,2014-08-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-37.999274,-57.541996999999995,166000.0,USD,166000.0,,3.0,,http://www.properati.com.ar/htaz_venta_departamento_mar-del-plata
51425,2014-08-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.000759,-57.546441,138000.0,USD,138000.0,,3.0,,http://www.properati.com.ar/htb0_venta_departamento_mar-del-plata
51426,2014-08-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.013636,-57.532382,250000.0,USD,250000.0,,3.0,,http://www.properati.com.ar/htb1_venta_departamento_mar-del-plata
51427,2014-08-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.013636,-57.532382,150000.0,USD,150000.0,60.0,2.0,,http://www.properati.com.ar/htb2_venta_departamento_mar-del-plata
51428,2014-08-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.005344,-57.546426000000004,85900.0,USD,85900.0,48.0,2.0,,http://www.properati.com.ar/htb4_venta_departamento_mar-del-plata
51429,2014-08-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.001290999999995,-57.556793000000006,85000.0,USD,85000.0,,4.0,,http://www.properati.com.ar/htb8_venta_departamento_mar-del-plata
51430,2014-08-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.005434,-57.553059,160000.0,USD,160000.0,,3.0,,http://www.properati.com.ar/htb9_venta_departamento_mar-del-plata
51431,2014-08-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-37.997959,-57.549896999999994,112000.0,USD,112000.0,56.0,2.0,,http://www.properati.com.ar/htba_venta_departamento_mar-del-plata
