,created_on,property_type,place_name,state_name,lat,lon,price,currency,price_aprox_usd,surface_total_in_m2,rooms,expenses,properati_url
56327,2014-10-01,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.553621,-58.459692000000004,80600.0,USD,80600.0,,1.0,,http://www.properati.com.ar/ivlu_venta_departamento_belgrano
56328,2014-10-01,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.553621,-58.459692000000004,98550.0,USD,98550.0,,1.0,,http://www.properati.com.ar/ivlx_venta_departamento_belgrano
56329,2014-10-01,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.55344,-58.45978,118800.0,USD,118800.0,,1.0,,http://www.properati.com.ar/ivm7_venta_departamento_nunez
56330,2014-10-01,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.542846000000004,-58.463443000000005,85895.0,USD,85895.0,,2.0,,http://www.properati.com.ar/ivma_venta_departamento_nunez
56331,2014-10-01,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.542846000000004,-58.463443000000005,87640.0,USD,87640.0,,2.0,,http://www.properati.com.ar/ivmb_venta_departamento_nunez
56332,2014-10-01,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.542846000000004,-58.463443000000005,112867.0,USD,112867.0,,2.0,,http://www.properati.com.ar/ivmc_venta_departamento_nunez
56333,2014-10-01,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.542846000000004,-58.463443000000005,85648.0,USD,85648.0,,2.0,,http://www.properati.com.ar/ivmd_venta_departamento_nunez
56334,2014-10-01,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.542846000000004,-58.463443000000005,112867.0,USD,112867.0,,2.0,,http://www.properati.com.ar/ivmf_venta_departamento_nunez
56335,2014-10-01,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.542846000000004,-58.463443000000005,81000.0,USD,81000.0,,2.0,,http://www.properati.com.ar/ivmg_venta_departamento_nunez
56336,2014-10-01,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.542846000000004,-58.463443000000005,83000.0,USD,83000.0,,2.0,,http://www.properati.com.ar/ivmi_venta_departamento_nunez
56337,2014-10-01,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.542846000000004,-58.463443000000005,112867.0,USD,112867.0,,2.0,,http://www.properati.com.ar/ivmk_venta_departamento_nunez
56338,2014-10-01,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.542846000000004,-58.463443000000005,83000.0,USD,83000.0,,2.0,,http://www.properati.com.ar/ivml_venta_departamento_nunez
56339,2014-10-01,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.542846000000004,-58.463443000000005,80035.0,USD,80035.0,,2.0,,http://www.properati.com.ar/ivmm_venta_departamento_nunez
